index,label,text
2475,1,well my nmu computer just took poop on me hopefully it will start back up later whatdoiexpect unamusedface
2476,1,it been one year of off and on eye twitching sofun
2477,0,in case somebody breaks in our apartment kitchenknife dizzyface url
2478,1,user so still no response from user
2479,1,user and among of duleepsingh children none had one
2480,1,dead supportive family ve got
2481,0,user saturday at damn there goes my secret news paraphernalia telling
2482,0,user user yeah this happens to me every time want to like video
2483,1,user it could have happened to anyone your time will come critics oops apologies typical loving brit
2484,1,babysitting is what like to do on saturday unamusedface
2485,0,hafeez slider is too much of mess bowling it from back of the palm that too at kph require extension url
2486,0,mtvstars justin bieber net fast
2487,0,user is it squirt or squat
2488,0,how do make more money now in my business loral langemeire best seller the millionaire maker get your copy url
2489,0,user no dnt hav to bt sme ppl do evn whn they do shit
2490,0,blackpool today for an interview the weather for the beach
2491,0,user user you re familiar with matt bubsy then
2492,0,dirgahayu my corps user musicalscore clappinghands oncomingfist just corps we tari eni others pic url
2493,0,not this room please don want this
2494,0,user please give me follow back
2495,0,user be more narrow with that knife you might just find the target to answer that sarcastic
2496,0,was trying to type parkside and it turned to paradise coincidence think
2497,1,woman wearing shirt on user that says act like lady
2498,1,grandma coming over yay money lol kidding
2499,1,at one point almost believed that the law of attraction was effective
2500,1,user yup gotta keep up with my frantic party lifestyle
2501,1,user how dare you have fun as christians we are supposed to be boring and have zero fun horrible christians lol misfit
2502,0,was watching birds fly during this photo url
2503,0,user but if you feel like it relevant don worry about the word limit man at least you re doing it
2504,1,user eskom yup service delivery is impeccable diesel supply or cash flow problems ineptitude
2505,1,sarcasm incoming this weekend is going to be such great time being grounded with nothing to do but homework gunna have blast
2506,0,user can wait enjoy your christmas
2507,1,glad to know my friends are supportive
2508,1,user sounds like the la end of days
2509,1,erasure by percival everett and pym by mat johnson so there is black literature after the black arts movement changethecanon
2510,0,chicks be really pimping more then males these days the look
2511,0,very powerful statement by rob hustle on growing crisis icantbreathe url
2512,0,user guess the picture will answer it still answer above and beyond url
2513,0,user do worry they re percey user got the same pair
2514,0,user user user user user user user user user all the best
2515,1,when the looks that are nurtured by statuesque beauties are nurtured by the skinniest supermodels statuesque skinny look
2516,0,user user what on earth does that mean cloud vs mobile it cloud mobile or basically client server
2517,0,would have never hired trestman rt user would fire trestman tonight
2518,1,when someone who is extremely selfish dramatically wonders why people are so selfish
2519,0,user thank you for staying tom
2520,1,user user he the detective lol ortypecast
2521,0,user user you drive ferrari right you being beautiful clever woman
2522,1,the wheels on the bus are broken down broken down broken down musicalnotes fml omwtothemet
2523,1,your cyber monday sale got extended no fucking way stfu
2524,0,user getting to notifications though know we up but only by we playing bad
2525,0,in the back chilling for now on if don keep it contact with you or hit you up don get mad just on some other shit personwalking
2526,0,user dusty as usual electricplug redbucket url
2527,0,user user sorry forgot lmao
2528,1,mt darth vader is polling higher than all potential us presidential candidates url you surprised
2529,1,user user user user user probably folks like fullmcintosh who don buy games gamergate
2530,1,user user user was some one and it happened to be ya
2531,0,the most wonderful advantage of not being ppl pleasing daft is that there nothing to worry about changing your perspectives adjustments
2532,0,alot still not sussed out how yo keep in touch with peop via
2533,1,sure let go back to work on my day off after after just leaving four hours ago why not fb
2534,1,user did your python tweeter send that
2535,0,user absolutely have no life so that shouldn be hard thing to do haha
2536,1,what great start to my day
2537,1,user thanks that ll help loads
2538,1,russia says ruble crisis over as reserves dive inflation climbs url via user
2539,1,user accusations on twitter shouldn count though ve heard tales of talk that it will replace the grad jury sys here
2540,0,thinking should lock my phone away for the night
2541,1,so matt and natasha are having sex whatasuprise whatelseisnew
2542,0,user user user didn you know that they removed the because it was overpowered
2543,1,user have you guys tried unplugging the servers waiting seconds and plugging them back in psndown
2544,1,user warwick davis is more than twice the man tony blair is
2545,0,in scotland the little country that attached to the north of england
